,edit_count,sentiment,neg_sentiment
2009-05-31,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-06-02,0.0,0.0,0.0
2009-06-03,0.0,0.0,0.0
2009-06-04,0.0,0.0,0.0
2009-06-05,0.0,0.0,0.0
2009-06-06,0.0,0.0,0.0
2009-06-07,0.0,0.0,0.0
2009-06-08,0.0,0.0,0.0
2009-06-09,0.0,0.0,0.0
2009-06-10,0.0,0.0,0.0
2009-06-11,0.0,0.0,0.0
2009-06-12,0.0,0.0,0.0
2009-06-13,0.0,0.0,0.0
2009-06-14,0.0,0.0,0.0
2009-06-15,0.0,0.0,0.0
2009-06-16,0.0,0.0,0.0
2009-06-17,0.0,0.0,0.0
2009-06-18,0.0,0.0,0.0
2009-06-19,0.0,0.0,0.0
2009-06-20,0.0,0.0,0.0
2009-06-21,0.0,0.0,0.0
2009-06-22,0.0,0.0,0.0
2009-06-23,0.0,0.0,0.0
2009-06-24,0.0,0.0,0.0
2009-06-25,0.0,0.0,0.0
2009-06-26,0.0,0.0,0.0
2009-06-27,0.0,0.0,0.0
2009-06-28,0.0,0.0,0.0
2009-06-29,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-07-02,0.0,0.0,0.0
2009-07-03,0.0,0.0,0.0
2009-07-04,0.0,0.0,0.0
2009-07-05,0.0,0.0,0.0
2009-07-06,0.0,0.0,0.0
2009-07-07,0.0,0.0,0.0
2009-07-08,0.0,0.0,0.0
2009-07-09,0.0,0.0,0.0
2009-07-10,0.0,0.0,0.0
2009-07-11,0.0,0.0,0.0
2009-07-12,0.0,0.0,0.0
2009-07-13,0.0,0.0,0.0
2009-07-14,0.0,0.0,0.0
2009-07-15,0.0,0.0,0.0
2009-07-16,0.0,0.0,0.0
2009-07-17,0.0,0.0,0.0
2009-07-18,0.0,0.0,0.0
2009-07-19,0.0,0.0,0.0
2009-07-20,0.0,0.0,0.0
2009-07-21,0.0,0.0,0.0
2009-07-22,0.0,0.0,0.0
2009-07-23,0.0,0.0,0.0
2009-07-24,0.0,0.0,0.0
2009-07-25,0.0,0.0,0.0
2009-07-26,0.0,0.0,0.0
2009-07-27,0.0,0.0,0.0
2009-07-28,0.0,0.0,0.0
2009-07-29,0.0,0.0,0.0
2009-07-30,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-08-02,0.0,0.0,0.0
2009-08-03,0.0,0.0,0.0
2009-08-04,0.0,0.0,0.0
2009-08-05,0.06666666666666667,0.049874722957611084,0.0
2009-08-06,0.2,0.11625777880350749,0.0
2009-08-07,0.2,0.11625777880350749,0.0
2009-08-08,0.2,0.11625777880350749,0.0
2009-08-09,0.2,0.11625777880350749,0.0
2009-08-10,0.2,0.11625777880350749,0.0
2009-08-11,0.2,0.11625777880350749,0.0
2009-08-12,0.2,0.11625777880350749,0.0
2009-08-13,0.2,0.11625777880350749,0.0
2009-08-14,0.26666666666666666,0.17825920581817628,0.0
2009-08-15,0.26666666666666666,0.17825920581817628,0.0
2009-08-16,0.26666666666666666,0.17825920581817628,0.0
2009-08-17,0.26666666666666666,0.17825920581817628,0.0
2009-08-18,0.26666666666666666,0.17825920581817628,0.0
2009-08-19,0.26666666666666666,0.17825920581817628,0.0
2009-08-20,0.2,0.1283844828605652,0.0
2009-08-21,0.06666666666666667,0.062001427014668785,0.0
2009-08-22,0.06666666666666667,0.062001427014668785,0.0
2009-08-23,0.06666666666666667,0.062001427014668785,0.0
2009-08-24,0.06666666666666667,0.062001427014668785,0.0
2009-08-25,0.06666666666666667,0.062001427014668785,0.0
2009-08-26,0.06666666666666667,0.062001427014668785,0.0
2009-08-27,0.06666666666666667,0.062001427014668785,0.0
2009-08-28,0.06666666666666667,0.062001427014668785,0.0
2009-08-29,0.0,0.0,0.0
2009-08-30,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-09-02,0.0,0.0,0.0
2009-09-03,0.0,0.0,0.0
2009-09-04,0.0,0.0,0.0
2009-09-05,0.0,0.0,0.0
2009-09-06,0.0,0.0,0.0
2009-09-07,0.0,0.0,0.0
2009-09-08,0.0,0.0,0.0
2009-09-09,0.0,0.0,0.0
2009-09-10,0.0,0.0,0.0
2009-09-11,0.0,0.0,0.0
2009-09-12,0.0,0.0,0.0
2009-09-13,0.0,0.0,0.0
2009-09-14,0.0,0.0,0.0
2009-09-15,0.0,0.0,0.0
2009-09-16,0.0,0.0,0.0
2009-09-17,0.0,0.0,0.0
2009-09-18,0.0,0.0,0.0
2009-09-19,0.0,0.0,0.0
2009-09-20,0.0,0.0,0.0
2009-09-21,0.0,0.0,0.0
2009-09-22,0.0,0.0,0.0
2009-09-23,0.0,0.0,0.0
2009-09-24,0.0,0.0,0.0
2009-09-25,0.0,0.0,0.0
2009-09-26,0.0,0.0,0.0
2009-09-27,0.0,0.0,0.0
2009-09-28,0.0,0.0,0.0
2009-09-29,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-10-02,0.0,0.0,0.0
2009-10-03,0.0,0.0,0.0
2009-10-04,0.0,0.0,0.0
2009-10-05,0.0,0.0,0.0
2009-10-06,0.0,0.0,0.0
2009-10-07,0.0,0.0,0.0
2009-10-08,0.0,0.0,0.0
2009-10-09,0.0,0.0,0.0
2009-10-10,0.0,0.0,0.0
2009-10-11,0.0,0.0,0.0
2009-10-12,0.0,0.0,0.0
2009-10-13,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-14,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-15,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-16,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-17,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-18,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-19,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-20,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-21,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-22,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-23,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-24,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-25,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-26,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-27,0.13333333333333333,-0.015166594584782919,0.03333333333333333
2009-10-28,0.0,0.0,0.0
2009-10-29,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0
2009-10-31,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-11-02,0.0,0.0,0.0
2009-11-03,0.0,0.0,0.0
2009-11-04,0.0,0.0,0.0
2009-11-05,0.0,0.0,0.0
2009-11-06,0.0,0.0,0.0
2009-11-07,0.0,0.0,0.0
2009-11-08,0.0,0.0,0.0
2009-11-09,0.0,0.0,0.0
2009-11-10,0.0,0.0,0.0
2009-11-11,0.0,0.0,0.0
2009-11-12,0.0,0.0,0.0
2009-11-13,0.0,0.0,0.0
2009-11-14,0.0,0.0,0.0
2009-11-15,0.0,0.0,0.0
2009-11-16,0.0,0.0,0.0
2009-11-17,0.0,0.0,0.0
2009-11-18,0.06666666666666667,0.058930095036824545,0.0
2009-11-19,0.06666666666666667,0.058930095036824545,0.0
2009-11-20,0.06666666666666667,0.058930095036824545,0.0
2009-11-21,0.06666666666666667,0.058930095036824545,0.0
2009-11-22,0.06666666666666667,0.058930095036824545,0.0
2009-11-23,0.06666666666666667,0.058930095036824545,0.0
2009-11-24,0.06666666666666667,0.058930095036824545,0.0
2009-11-25,0.06666666666666667,0.058930095036824545,0.0
2009-11-26,0.06666666666666667,0.058930095036824545,0.0
2009-11-27,0.06666666666666667,0.058930095036824545,0.0
2009-11-28,0.06666666666666667,0.058930095036824545,0.0
2009-11-29,0.06666666666666667,0.058930095036824545,0.0
2009-11-30,0.06666666666666667,0.058930095036824545,0.0
2009-12-01,0.06666666666666667,0.058930095036824545,0.0
2009-12-02,0.06666666666666667,0.058930095036824545,0.0
2009-12-03,0.0,0.0,0.0
2009-12-04,0.0,0.0,0.0
2009-12-05,0.0,0.0,0.0
2009-12-06,0.0,0.0,0.0
2009-12-07,0.0,0.0,0.0
2009-12-08,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-09,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-10,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-11,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-12,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-13,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-14,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-15,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-16,0.06666666666666667,-0.06579517126083374,0.06666666666666667
2009-12-17,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-18,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-19,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-20,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-21,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-22,0.13333333333333333,-0.13229631185531615,0.13333333333333333
2009-12-23,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-24,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-25,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-26,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-27,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-28,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-29,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-30,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2009-12-31,0.06666666666666667,-0.06650114059448242,0.06666666666666667
2010-01-01,0.0,0.0,0.0
2010-01-02,0.0,0.0,0.0
2010-01-03,0.0,0.0,0.0
2010-01-04,0.0,0.0,0.0
2010-01-05,0.0,0.0,0.0
2010-01-06,0.0,0.0,0.0
2010-01-07,0.0,0.0,0.0
2010-01-08,0.0,0.0,0.0
2010-01-09,0.0,0.0,0.0
2010-01-10,0.0,0.0,0.0
2010-01-11,0.0,0.0,0.0
2010-01-12,0.0,0.0,0.0
2010-01-13,0.0,0.0,0.0
2010-01-14,0.0,0.0,0.0
2010-01-15,0.0,0.0,0.0
2010-01-16,0.0,0.0,0.0
2010-01-17,0.0,0.0,0.0
2010-01-18,0.0,0.0,0.0
2010-01-19,0.0,0.0,0.0
2010-01-20,0.0,0.0,0.0
2010-01-21,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0
2010-01-23,0.0,0.0,0.0
2010-01-24,0.0,0.0,0.0
2010-01-25,0.0,0.0,0.0
2010-01-26,0.0,0.0,0.0
2010-01-27,0.0,0.0,0.0
2010-01-28,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.0
2010-01-30,0.0,0.0,0.0
2010-01-31,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-02-02,0.0,0.0,0.0
2010-02-03,0.0,0.0,0.0
2010-02-04,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.0
2010-02-06,0.0,0.0,0.0
2010-02-07,0.0,0.0,0.0
2010-02-08,0.0,0.0,0.0
2010-02-09,0.0,0.0,0.0
2010-02-10,0.0,0.0,0.0
2010-02-11,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0
2010-02-13,0.0,0.0,0.0
2010-02-14,0.0,0.0,0.0
2010-02-15,0.0,0.0,0.0
2010-02-16,0.0,0.0,0.0
2010-02-17,0.0,0.0,0.0
2010-02-18,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.0
2010-02-20,0.0,0.0,0.0
2010-02-21,0.0,0.0,0.0
2010-02-22,0.0,0.0,0.0
2010-02-23,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-02-24,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-02-25,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-02-26,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-02-27,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-02-28,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-01,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-02,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-03,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-04,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-05,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-06,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-07,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-08,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-09,0.06666666666666667,-0.06663297812143962,0.06666666666666667
2010-03-10,0.0,0.0,0.0
2010-03-11,0.0,0.0,0.0
2010-03-12,0.0,0.0,0.0
2010-03-13,0.0,0.0,0.0
2010-03-14,0.0,0.0,0.0
2010-03-15,0.0,0.0,0.0
2010-03-16,0.0,0.0,0.0
2010-03-17,0.0,0.0,0.0
2010-03-18,0.06666666666666667,0.058391880989074704,0.0
2010-03-19,0.06666666666666667,0.058391880989074704,0.0
2010-03-20,0.06666666666666667,0.058391880989074704,0.0
2010-03-21,0.06666666666666667,0.058391880989074704,0.0
2010-03-22,0.06666666666666667,0.058391880989074704,0.0
2010-03-23,0.06666666666666667,0.058391880989074704,0.0
2010-03-24,0.06666666666666667,0.058391880989074704,0.0
2010-03-25,0.06666666666666667,0.058391880989074704,0.0
2010-03-26,0.06666666666666667,0.058391880989074704,0.0
2010-03-27,0.06666666666666667,0.058391880989074704,0.0
2010-03-28,0.06666666666666667,0.058391880989074704,0.0
2010-03-29,0.06666666666666667,0.058391880989074704,0.0
2010-03-30,0.06666666666666667,0.058391880989074704,0.0
2010-03-31,0.06666666666666667,0.058391880989074704,0.0
2010-04-01,0.06666666666666667,0.058391880989074704,0.0
2010-04-02,0.0,0.0,0.0
2010-04-03,0.0,0.0,0.0
2010-04-04,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0
2010-04-10,0.0,0.0,0.0
2010-04-11,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0
2010-04-13,0.26666666666666666,0.05629041691621144,0.0
2010-04-14,0.26666666666666666,0.05629041691621144,0.0
2010-04-15,0.8,0.09483052690823873,0.008333333333333333
2010-04-16,0.8,0.09483052690823873,0.008333333333333333
2010-04-17,0.8,0.09483052690823873,0.008333333333333333
2010-04-18,0.8,0.09483052690823873,0.008333333333333333
2010-04-19,0.8,0.09483052690823873,0.008333333333333333
2010-04-20,0.8,0.09483052690823873,0.008333333333333333
2010-04-21,0.8,0.09483052690823873,0.008333333333333333
2010-04-22,0.8,0.09483052690823873,0.008333333333333333
2010-04-23,0.8,0.09483052690823873,0.008333333333333333
2010-04-24,0.8,0.09483052690823873,0.008333333333333333
2010-04-25,0.8,0.09483052690823873,0.008333333333333333
2010-04-26,0.8,0.09483052690823873,0.008333333333333333
2010-04-27,0.8,0.09483052690823873,0.008333333333333333
2010-04-28,0.6666666666666666,0.03047723670800527,0.041666666666666664
2010-04-29,0.6666666666666666,0.03047723670800527,0.041666666666666664
2010-04-30,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-01,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-02,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-03,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-04,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-05,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-06,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-07,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-08,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-09,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-10,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-11,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-12,0.13333333333333333,-0.008062873284022014,0.03333333333333333
2010-05-13,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-14,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-15,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-16,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-17,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-18,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-19,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-20,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-21,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-22,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-23,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-24,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-25,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-26,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-27,0.06666666666666667,-0.06443223953247071,0.06666666666666667
2010-05-28,0.0,0.0,0.0
2010-05-29,0.0,0.0,0.0
2010-05-30,0.0,0.0,0.0
2010-05-31,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-06-02,0.0,0.0,0.0
2010-06-03,0.0,0.0,0.0
2010-06-04,0.0,0.0,0.0
2010-06-05,0.0,0.0,0.0
2010-06-06,0.0,0.0,0.0
2010-06-07,0.0,0.0,0.0
2010-06-08,0.0,0.0,0.0
2010-06-09,0.0,0.0,0.0
2010-06-10,0.0,0.0,0.0
2010-06-11,0.0,0.0,0.0
2010-06-12,0.0,0.0,0.0
2010-06-13,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0
2010-06-17,0.13333333333333333,0.0663830558458964,0.0
2010-06-18,0.7333333333333333,0.09031100847102977,0.02222222222222222
2010-06-19,0.8,0.15614828445293286,0.02222222222222222
2010-06-20,1.0,0.2207069441124245,0.02222222222222222
2010-06-21,1.4666666666666666,0.2617594138655082,0.031746031746031744
2010-06-22,1.4666666666666666,0.2617594138655082,0.031746031746031744
2010-06-23,1.7333333333333334,0.31875697929392416,0.031746031746031744
2010-06-24,1.7333333333333334,0.31875697929392416,0.031746031746031744
2010-06-25,1.7333333333333334,0.31875697929392416,0.031746031746031744
2010-06-26,1.7333333333333334,0.31875697929392416,0.031746031746031744
2010-06-27,1.7333333333333334,0.31875697929392416,0.031746031746031744
2010-06-28,2.0,0.33763463853528264,0.048412698412698414
2010-06-29,2.066666666666667,0.3875093614928937,0.048412698412698414
2010-06-30,2.066666666666667,0.3875093614928937,0.048412698412698414
2010-07-01,2.066666666666667,0.3875093614928937,0.048412698412698414
2010-07-02,1.9333333333333333,0.3211263056469973,0.048412698412698414
2010-07-03,1.3333333333333333,0.2971983530218639,0.02619047619047619
2010-07-04,1.2666666666666666,0.2313610770399608,0.02619047619047619
2010-07-05,1.1333333333333333,0.22920692279225302,0.02619047619047619
2010-07-06,0.6666666666666666,0.1881544530391693,0.016666666666666666
2010-07-07,0.8,0.17797072728474936,0.05
2010-07-08,0.6666666666666666,0.12224148710568745,0.08333333333333333
2010-07-09,0.7333333333333333,0.06190925240516663,0.15
2010-07-10,0.7333333333333333,0.06190925240516663,0.15
2010-07-11,1.6,0.08332012112324054,0.1705128205128205
2010-07-12,2.2,0.06413344778226651,0.21495726495726497
2010-07-13,2.2,0.09902369119333067,0.1982905982905983
2010-07-14,2.4,0.045094756658939895,0.23162393162393163
2010-07-15,2.6666666666666665,-0.014567545676163458,0.2982905982905983
2010-07-16,3.066666666666667,0.04859850907597447,0.2982905982905983
2010-07-17,3.066666666666667,0.04859850907597447,0.2982905982905983
2010-07-18,3.2,0.03589561883880202,0.3316239316239316
2010-07-19,3.466666666666667,0.09381438299291833,0.3316239316239316
2010-07-20,3.4,0.03140987758113448,0.3316239316239316
2010-07-21,4.533333333333333,-0.0043040517073930674,0.3826043237807944
2010-07-22,4.466666666666667,-0.060342127392894164,0.4159376571141277
2010-07-23,4.333333333333333,-0.06161045264224821,0.3826043237807944
2010-07-24,4.266666666666667,-0.0012782179417273776,0.3159376571141277
2010-07-25,4.533333333333333,-0.005412574917282797,0.349270990447461
2010-07-26,3.6666666666666665,-0.026823443635356714,0.3287581699346405
2010-07-27,3.066666666666667,-0.007636770294382685,0.28431372549019607
2010-07-28,2.8,-0.061404672946805273,0.28431372549019607
2010-07-29,2.7333333333333334,-0.03483700952888314,0.27320261437908494
2010-07-30,2.466666666666667,0.024825292806220207,0.2065359477124183
2010-07-31,2.066666666666667,-0.03834076194591772,0.2065359477124183
2010-08-01,2.066666666666667,-0.03834076194591771,0.2065359477124183
2010-08-02,1.9333333333333333,-0.025637871708745267,0.17320261437908493
2010-08-03,1.8666666666666667,-0.14960330296186058,0.23986928104575161
2010-08-04,1.8666666666666667,-0.14960330296186058,0.23986928104575161
2010-08-05,0.7333333333333333,-0.11388937367333306,0.18888888888888886
2010-08-06,0.6666666666666666,-0.047667572233411996,0.12222222222222222
2010-08-07,0.6666666666666666,-0.047667572233411996,0.12222222222222223
2010-08-08,0.6666666666666666,-0.047667572233411996,0.12222222222222223
2010-08-09,0.4,-0.043533215257856576,0.08888888888888889
2010-08-10,0.4,-0.043533215257856576,0.08888888888888889
2010-08-11,0.4,-0.043533215257856576,0.08888888888888889
2010-08-12,1.0,-0.02626380743803801,0.11111111111111112
2010-08-13,0.8,-0.048777259279180446,0.08888888888888888
2010-08-14,0.8666666666666667,-0.11540761082260696,0.15555555555555553
2010-08-15,0.8666666666666667,-0.11540761082260696,0.15555555555555553
2010-08-16,0.8666666666666667,-0.11540761082260696,0.15555555555555553
2010-08-17,0.8666666666666667,-0.11540761082260696,0.15555555555555553
2010-08-18,0.7333333333333333,-0.11600374469050653,0.15555555555555553
2010-08-19,0.7333333333333333,-0.11600374469050653,0.15555555555555553
2010-08-20,0.7333333333333333,-0.11600374469050653,0.15555555555555553
2010-08-21,0.8,-0.18235020328451088,0.2222222222222222
2010-08-22,0.8,-0.18235020328451088,0.2222222222222222
2010-08-23,0.8,-0.18235020328451088,0.2222222222222222
2010-08-24,0.8,-0.18235020328451088,0.2222222222222222
2010-08-25,0.8,-0.18235020328451088,0.2222222222222222
2010-08-26,0.8,-0.18235020328451088,0.2222222222222222
2010-08-27,0.2,-0.19961961110432944,0.2
2010-08-28,0.2,-0.19961961110432944,0.2
2010-08-29,0.13333333333333333,-0.1329892595609029,0.13333333333333333
2010-08-30,0.13333333333333333,-0.1329892595609029,0.13333333333333333
2010-08-31,0.13333333333333333,-0.1329892595609029,0.13333333333333333
2010-09-01,0.13333333333333333,-0.1329892595609029,0.13333333333333333
2010-09-02,0.06666666666666667,-0.0663464585940043,0.06666666666666667
2010-09-03,0.06666666666666667,-0.0663464585940043,0.06666666666666667
2010-09-04,0.06666666666666667,-0.0663464585940043,0.06666666666666667
2010-09-05,0.0,0.0,0.0
2010-09-06,0.0,0.0,0.0
2010-09-07,0.0,0.0,0.0
2010-09-08,0.0,0.0,0.0
2010-09-09,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0
2010-09-11,0.0,0.0,0.0
2010-09-12,0.0,0.0,0.0
2010-09-13,0.0,0.0,0.0
2010-09-14,0.0,0.0,0.0
2010-09-15,0.0,0.0,0.0
2010-09-16,0.0,0.0,0.0
2010-09-17,0.0,0.0,0.0
2010-09-18,0.0,0.0,0.0
2010-09-19,0.0,0.0,0.0
2010-09-20,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-21,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-22,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-23,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-24,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-25,0.06666666666666667,-0.06227481365203857,0.06666666666666667
2010-09-26,0.2,-0.12865917483965555,0.13333333333333333
2010-09-27,0.3333333333333333,-0.19166972438494365,0.2
2010-09-28,0.3333333333333333,-0.19166972438494365,0.2
2010-09-29,0.4,-0.258265616496404,0.26666666666666666
2010-09-30,0.4,-0.258265616496404,0.26666666666666666
2010-10-01,0.4,-0.258265616496404,0.26666666666666666
2010-10-02,0.4666666666666667,-0.31928927699724835,0.3333333333333333
2010-10-03,0.4666666666666667,-0.31928927699724835,0.3333333333333333
